桥ID,古桥名称,建造年代,经度,纬度,所在省份,桥型,材质,长度,跨度,保护级别,数据来源,建造朝代,地理区域,桥梁时代,规模分类,故事,
br_new_021,东河浮桥,1135,114.94,25.85,江西,浮桥,木,400,0,省级,补充数据,宋元时期,华中,古代,大型,"东河浮桥
南宋绍兴年间始建，由上百条木舟连接而成，横跨贡水。至今仍在使用，是中国现存最古老的仍在使用的浮桥之一。",
br_new_022,通惠河桥,1293,116.42,39.92,北京,石拱桥,石,30,10,遗址,补充数据,宋元时期,华北,古代,中型,"通惠河桥
元世祖忽必烈时期，郭守敬主持开通惠河，沿河设桥多座。此桥位于大都城内，使漕粮可直达积水潭码头。",
br_new_023,吴门桥,1084,120.62,31.29,江苏,石拱桥,石,66,16,国家级,补充数据,宋元时期,华东,古代,中型,"吴门桥
北宋元丰七年始建，位于苏州盘门外，与盘门、瑞光塔合称盘门三景。桥拱高耸，大型漕船可从桥下通行，是水陆并行的典范。",
br_new_024,花坦桥,1250,120.69,28.36,浙江,石梁桥,石,40,6,市级,补充数据,宋元时期,华东,古代,中型,"花坦桥
南宋淳祐年间建于楠溪江支流，五孔石梁桥。桥面石板宽厚，两侧设有石栏，是楠溪江古村落群中保存最完好的宋代桥梁。",
br_new_025,玉虹桥,1260,116.27,39.99,北京,石拱桥,石,22,9,省级,补充数据,宋元时期,华北,古代,小型,"玉虹桥
元代修建于大都西苑（今北海公园）琼华岛畔，单孔石拱桥。桥形如白玉彩虹映于碧波之上，故名玉虹。是元代皇家园林中保存最完好的石桥。",
br_new_026,文星桥,1280,120.16,30.25,浙江,石拱桥,石,25,8,市级,补充数据,宋元时期,华东,古代,小型,"文星桥
元初修建于西塘古镇，单孔石拱桥。桥名取文曲星照之意，桥畔设有文昌阁，是江南水乡古镇最具代表性的石拱桥之一。",
br_new_027,仕水碇步,1452,119.72,27.56,浙江,碇步桥,石,144,0,国家级,补充数据,明清时期,华东,古代,大型,"仕水碇步
明景泰三年始建，横跨仕阳溪。由223组石碇步排列而成，分高低两级，高行人低洗涤，是中国最长的碇步桥，被誉为水上钢琴键。",
br_new_028,地坪风雨桥,1508,109.13,25.98,贵州,风雨桥,木,56,18,国家级,补充数据,明清时期,西南,古代,中型,"地坪风雨桥
明正德三年侗族人民修建，是中国现存最古老的侗族风雨桥。全桥不用一钉一铆，以杉木榫卯连接，桥上建有廊亭，既可通行又可避风雨。",
br_new_029,逢简桥,1680,113.1,22.79,广东,石拱桥,石,15,6,市级,补充数据,明清时期,华南,古代,小型,"逢简桥
清康熙年间建于顺德逢简水乡，单孔石拱桥。逢简有岭南周庄之称，水道纵横，古桥密布，此桥是其中保存最完好的清代石拱桥。",
br_new_030,大石桥,1368,100.23,26.88,云南,石拱桥,石,25,10,省级,补充数据,明清时期,西南,古代,小型,"大石桥
明洪武年间始建于丽江古城中心，横跨中河。桥由双孔石拱组成，是古城最大的石桥，茶马古道的重要节点。纳西语称阿营阿说。",
br_new_031,坎儿井桥,1780,89.17,42.96,新疆,石梁桥,石,10,4,市级,补充数据,明清时期,西北,古代,小型,"坎儿井桥
清乾隆年间修建于吐鲁番坎儿井明渠段上的小型石桥。虽然规模不大，却是丝绸之路上绿洲水利工程的重要组成部分。",
br_new_032,卓玛铁索桥,1430,91.17,29.65,西藏,铁索桥,铁,52,50,省级,补充数据,明清时期,西南,古代,中型,"卓玛铁索桥
明宣德年间，藏族高僧唐东杰布募资修建的铁索桥之一。唐东杰布一生在藏区修建了数十座铁索桥，被誉为铁桥活佛，也是藏戏创始人。",
br_new_033,美岱召桥,1575,110.06,40.56,内蒙古,石拱桥,石,18,6,市级,补充数据,明清时期,华北,古代,小型,"美岱召桥
明万历三年修建于美岱召藏传佛教寺庙前，是蒙古地区难得的明代石构桥梁。美岱召是阿拉坦汗所建的政教合一城堡。",
br_new_034,金钢桥,1903,117.2,39.14,天津,铁桥,铁,76,40,市级,补充数据,明清时期,华北,近代,中型,"金钢桥
清光绪二十九年始建，是天津最早的铁桥之一。初名新铁桥，1924年改建为双叶立转开启桥，可让大型船舶通过，是中国最早的开启式钢桥。",
br_new_035,松花江桥,1881,126.57,43.88,吉林,木梁桥,木,220,15,遗址,补充数据,明清时期,东北,近代,大型,"松花江桥
清光绪七年修建于吉林城北松花江上，是东北地区最早的现代化桥梁之一。后因松花江洪水冲毁，在原址附近建成钢筋混凝土桥。",
br_new_036,同心桥,1720,105.91,36.98,宁夏,石拱桥,石,20,8,市级,补充数据,明清时期,西北,古代,小型,"同心桥
清康熙年间修建于同心县城清水河上，三孔石拱桥。是宁夏保存的清代桥梁代表，桥栏石雕具有伊斯兰艺术风格。",
br_new_037,永安石桥,1641,122.05,41.12,辽宁,石拱桥,石,84,10,省级,补充数据,明清时期,东北,古代,中型,"永安石桥
清崇德六年修建于辽宁北镇，九孔石拱桥，横跨女儿河。桥体坚固，历经近四百年仍可通行，是东北地区保存最好的清初石桥。",
br_new_038,胡氏宗祠桥,1510,118.6,30.07,安徽,石拱桥,石,22,8,省级,补充数据,明清时期,华东,古代,小型,"胡氏宗祠桥
明正德五年胡氏族人集资修建于绩溪县龙川村，单孔石拱桥。桥两端连接胡氏宗祠与乡试考场，寓意登龙门，是徽派桥梁精品。",
br_new_039,耕织桥,1550,120.1,30.3,浙江,石梁桥,石,20,5,市级,补充数据,明清时期,华东,古代,小型,"耕织桥
明嘉靖年间建于嘉善西塘古镇，石梁桥。桥名寓意男耕女织的田园生活，桥畔有耕织图石刻，是江南水乡农耕文化的缩影。",
br_new_040,虎渡桥,1470,117.65,24.51,福建,石梁桥,石,335,12,省级,补充数据,明清时期,华东,古代,大型,"虎渡桥
明成化年间重建，横跨九龙江北溪与西溪汇合处。因传说猛虎衔石渡江助建而得名，桥墩间距大，石梁重达数十吨，工程技术令人惊叹。",
br_new_041,呼兰河桥,1900,126.61,45.98,黑龙江,木梁桥,木,150,12,遗址,补充数据,明清时期,东北,近代,大型,"呼兰河桥
清光绪二十六年修建于呼兰县城，横跨呼兰河。是黑龙江省最早的公路桥之一，萧红故乡的标志性建筑。萧红名作《呼兰河传》描绘的即是此地风貌。",
br_new_042,外白渡桥,1907,121.49,31.24,上海,钢桁架桥,铁,106,52,市级,补充数据,明清时期,华东,近代,大型,"外白渡桥
清光绪三十三年建成，是中国第一座全钢结构桥梁。横跨苏州河与黄浦江交汇处，见证了上海从租界时代到现代化都市的百年变迁。",
br_new_043,汉水铁桥,1906,114.28,30.57,湖北,铁桥,铁,310,64,市级,补充数据,明清时期,华中,近代,大型,"汉水铁桥
清光绪三十二年由京汉铁路附属工程修建，横跨汉水连接汉口与汉阳。是武汉三镇最早的现代化桥梁，极大促进了武汉商业繁荣。",
br_new_044,黄河铁桥,1909,103.83,36.07,甘肃,铁桥,铁,233,45,国家级,补充数据,明清时期,西北,近代,大型,"黄河铁桥
清宣统元年建成，是黄河上第一座真正意义的永久性桥梁，故有天下黄河第一桥之称。由德国泰来洋行承建，材料全部从海外运来。",
br_new_046,通天河桥,1860,97.01,33.01,青海,铁索桥,铁,45,42,省级,补充数据,明清时期,西北,古代,中型,"通天河桥
清咸丰年间修建于玉树通天河上，铁索桥。因《西游记》中唐僧师徒过通天河的故事而闻名。桥处海拔3500米以上，是高原丝路的重要通道。",
br_new_048,翠湖九曲桥,1834,102.68,25.05,云南,石梁桥,石,35,3,市级,补充数据,明清时期,西南,古代,中型,"翠湖九曲桥
清道光十四年修建于昆明翠湖公园内，九曲回环的石板桥。桥面铺青石板，两侧设石栏杆，是昆明历史文化的标志性景点。",
br_new_052,蒲津渡铁牛桥,-541,110.22,34.84,山西,浮桥,铁/木,360,0,国家级,补充数据,战国时期,华北,古代,大型,"蒲津渡铁牛桥
始建于春秋时期，是黄河上最古老的浮桥之一。唐开元年间改用铁牛铁人固定铁索浮桥，出土的四尊铁牛各重数十吨，是中国古代冶铁和桥梁工程的杰出代表。",
br_new_053,褒河石门桥,-206,106.95,33.15,陕西,栈道桥,石/木,30,10,国家级,补充数据,汉代,西北,古代,中型,"褒河石门桥
位于褒斜栈道南端褒河石门隧道旁。石门是中国最早的人工隧道，开凿于东汉永平年间。明修栈道，暗度陈仓的典故即源于此处。",
br_new_054,汶水古桥,-100,117.15,36.18,山东,石梁桥,石,45,8,遗址,补充数据,汉代,华东,古代,中型,"汶水古桥
汉代修建于泰山脚下汶河上的石梁桥，是齐鲁大地上最早的大型石桥之一。泰山封禅的帝王车驾均经此桥北上。",
br_new_055,金牛道古桥,-316,105.83,32.44,四川,栈道桥,木,25,12,遗址,补充数据,战国时期,西南,古代,小型,"金牛道古桥
秦惠王灭蜀时开辟金牛道，沿嘉陵江上游修建栈桥。因五丁开山和石牛粪金的传说得名，李白蜀道难所咏即此。",
br_new_056,永和桥,420,120.67,28.01,浙江,石拱桥,石,20,7,省级,补充数据,六朝时期,华东,古代,小型,"永和桥
东晋永和年间建于永嘉（今温州）楠溪江畔。桥名纪念兰亭雅集的永和九年，是浙南地区六朝古桥的珍贵遗存。",
br_new_057,益州浮桥,610,104.06,30.67,四川,浮桥,木,150,0,遗址,补充数据,唐宋时期,西南,古代,大型,"益州浮桥
隋末唐初成都锦江上的浮桥。唐代益州为天下繁盛之地，浮桥连接南北两岸，薛涛、杜甫等诗人均有关于锦江桥的诗篇。",
br_new_058,鉴湖三眼桥,800,120.59,29.98,浙江,石拱桥,石,40,8,市级,补充数据,唐宋时期,华东,古代,中型,"鉴湖三眼桥
唐代修建于绍兴鉴湖之上，三孔石拱桥。鉴湖是东汉马臻主持修建的人工湖。贺知章唯有门前鉴湖水即此处。",
br_new_059,栖霞桥,650,118.87,32.15,江苏,石梁桥,石,15,5,市级,补充数据,唐宋时期,华东,古代,小型,"栖霞桥
唐代修建于南京栖霞山麓千佛岩附近。秋日桥畔红枫如火，栖霞丹枫为金陵四十八景之一。",
br_new_060,浣花溪桥,760,104.03,30.66,四川,石梁桥,石,12,4,省级,补充数据,唐宋时期,西南,古代,小型,"浣花溪桥
位于杜甫草堂附近浣花溪上。杜甫寓居成都时常过此桥，花径不曾缘客扫即其写照。后人在桥畔修建草堂纪念这位诗圣。",
br_new_061,清明虹桥,1100,114.35,34.8,河南,木拱桥,木,25,15,遗址,补充数据,宋元时期,华中,古代,中型,"清明虹桥
北宋张择端《清明上河图》中描绘的汴河虹桥，叠梁拱结构。桥上人来车往商贾云集，是北宋都城开封繁华盛景的标志。无柱木拱技术令后世惊叹。",
br_new_062,惠济桥,1127,113.94,35.3,河南,石拱桥,石,32,10,省级,补充数据,宋元时期,华中,古代,中型,"惠济桥
南宋建炎元年建于焦作沁河上，三孔石拱桥。桥名取惠泽济民之意。金元之际此桥为兵家必争之地。",
br_new_063,白莲桥,1180,120.15,30.26,浙江,石拱桥,石,22,8,市级,补充数据,宋元时期,华东,古代,小型,"白莲桥
南宋淳熙年间建于嘉善西塘古镇。桥畔旧有白莲寺，僧人募建此桥。夏日桥下荷花盛开，白莲映桥，故名白莲桥。",
br_new_064,福安廊桥,1245,119.65,27.09,福建,木拱廊桥,木,38,22,省级,补充数据,宋元时期,华东,古代,中型,"福安廊桥
南宋淳祐年间建于福安白云山下。编木拱廊桥结构，桥上建有廊屋遮风挡雨。是闽东地区现存最早的木拱廊桥之一。",
br_new_065,双渡桥,1230,111.67,29.05,湖南,石拱桥,石,55,10,市级,补充数据,宋元时期,华中,古代,中型,"双渡桥
南宋绍定年间建于常德沅水支流上，五孔石拱桥。因桥头两岸各有渡口而得名。",
br_new_066,永丰古桥,1160,115.1,27.32,江西,石拱桥,石,75,12,省级,补充数据,宋元时期,华中,古代,中型,"永丰古桥
南宋绍兴年间建于吉安永丰县恩江上，七孔石拱桥。欧阳修故里就在永丰，此桥是恩江上保存最完整的宋代石桥。",
br_new_067,大德寺桥,1307,120.74,30.76,浙江,石拱桥,石,28,9,市级,补充数据,宋元时期,华东,古代,小型,"大德寺桥
元大德十一年建于嘉兴大运河畔大德寺前。桥拱半圆，桥面石栏刻有元代花草纹饰，是京杭大运河浙江段罕见的元代原构桥梁。",
br_new_068,州桥遗址,960,114.35,34.79,河南,石拱桥,石,30,12,国家级,补充数据,宋元时期,华中,古代,中型,"州桥遗址
北宋东京汴梁城中轴线上的标志性桥梁，横跨汴河。2022年考古发掘出土巨型桥基和精美石刻海马瑞兽浮雕，实证了《东京梦华录》的记载。",
br_new_069,濠梁观鱼桥,1280,117.37,32.95,安徽,石梁桥,石,20,6,省级,补充数据,宋元时期,华东,古代,小型,"濠梁观鱼桥
元代重修的凤阳濠水桥。庄子与惠子子非鱼安知鱼之乐的濠梁之辩即发生于此。桥畔立有庄惠观鱼亭。",
br_new_070,遵义湘江桥,1650,106.91,27.73,贵州,石拱桥,石,65,12,市级,补充数据,明清时期,西南,古代,中型,"遵义湘江桥
清顺治年间建于遵义湘江上，五孔石拱桥。1935年红军长征途经遵义时由此桥过江，遵义会议会址就在桥北不远处。",
br_new_071,龙脊梯田桥,1680,110.12,25.79,广西,石梁桥,石,10,3,市级,补充数据,明清时期,华南,古代,小型,"龙脊梯田桥
清康熙年间壮族先民修建于龙胜龙脊梯田间溪涧上。桥虽袖珍，却是梯田灌溉体系的关键节点，承载着壮族人民千年农耕智慧。",
br_new_072,杏花村桥,1750,117.84,30.95,安徽,石拱桥,石,25,8,市级,补充数据,明清时期,华东,古代,小型,"杏花村桥
清乾隆年间建于贵池杏花村内。杜牧借问酒家何处有，牧童遥指杏花村的千古名句使此地闻名。桥畔酒旗招展古韵犹存。",
br_new_073,长汀古城桥,1530,116.36,25.83,福建,石拱桥,石,50,10,省级,补充数据,明清时期,华东,古代,中型,"长汀古城桥
明嘉靖年间建于长汀汀江上，五孔石拱桥。长汀被誉为客家首府，路易·艾黎曾称长汀为中国最美丽的小城。",
br_new_074,德安义桥,1480,115.76,29.33,江西,石拱桥,石,60,12,市级,补充数据,明清时期,华中,古代,中型,"德安义桥
明成化年间建于九江德安县博阳河上。桥名取德政安民之意。陶渊明故里就在附近，采菊东篱下的田园意境与古桥相映成趣。",
br_new_075,罗城古桥,1610,103.81,29.35,四川,石拱桥,石,30,8,市级,补充数据,明清时期,西南,古代,小型,"罗城古桥
明万历年间建于犍为罗城古镇。罗城古镇以船形街闻名，此桥是古镇水路与陆路交汇点。",
br_new_076,花溪桥,1730,106.67,26.41,贵州,石拱桥,石,28,9,市级,补充数据,明清时期,西南,古代,小型,"花溪桥
清雍正年间建于贵阳花溪河上。桥下溪水清澈见底，两岸花木扶疏。花溪被誉为贵州高原明珠。",
br_new_077,曲阜泮水桥,1504,116.99,35.6,山东,石拱桥,石,20,7,国家级,补充数据,明清时期,华东,古代,小型,"曲阜泮水桥
明弘治年间建于曲阜孔庙泮池之上。泮水桥是入孔庙的必经之路，古代新科秀才须入泮过此桥方为正式学子，是儒学文化的重要象征。",
br_new_078,威远堡石桥,1637,124.38,42.35,辽宁,石拱桥,石,30,8,省级,补充数据,明清时期,东北,古代,小型,"威远堡石桥
明末修建于辽宁铁岭威远堡边门旁。威远堡是柳条边上的重要关口，此桥是通往蒙古草原的交通咽喉。清代此处为满蒙贸易互市之所。",
br_new_079,丹巴藏寨桥,1800,101.89,30.88,四川,铁索桥,铁,40,35,市级,补充数据,明清时期,西南,古代,中型,"丹巴藏寨桥
清嘉庆年间修建于大渡河支流大金川上。丹巴素有千碉之国、美人谷之称，铁索桥连接河两岸嘉绒藏寨。",
br_new_080,吉安文峰桥,1892,114.99,27.12,江西,石拱桥,石,70,12,市级,补充数据,明清时期,华中,近代,中型,"吉安文峰桥
清光绪十八年建于吉安赣江支流上。桥名取文运昌盛之意，桥头原有文峰塔相对，是赣中地区清末石桥的代表作。",
br_new_084,奎星桥,1570,104.07,30.68,四川,石拱桥,石,18,7,市级,补充数据,明清时期,西南,古代,小型,"奎星桥
明隆庆年间建于成都望江楼附近。桥名取魁星点斗之意，旧时科举考生赴考必过此桥，祈求文运亨通。",
br_new_085,富里桥,1637,100.08,25.6,云南,石拱桥,石,27,12,省级,补充数据,明清时期,西南,古代,中型,"富里桥
明崇祯年间建于大理喜洲附近。桥身高拱如虹，倒映苍山雪水之中，是滇西白族地区保存最好的明代石拱桥。",
br_new_086,秀峰桥,1490,115.98,29.22,江西,石拱桥,石,30,9,省级,补充数据,明清时期,华中,古代,中型,"秀峰桥
明弘治年间建于庐山秀峰景区瀑布溪上。桥因李白飞流直下三千尺所咏瀑布旁而得名，是庐山景区内保存最好的明代古桥。",
br_new_087,天后宫桥,1725,117.2,39.13,天津,石拱桥,石,20,7,市级,补充数据,明清时期,华北,古代,小型,"天后宫桥
清雍正年间建于天津古文化街天后宫前，横跨海河支流。是天津妈祖文化的重要组成部分，每年皇会巡游必经此桥。",
br_new_088,兴文石海桥,1590,105.23,28.3,四川,石梁桥,石,15,5,市级,补充数据,明清时期,西南,古代,小型,"兴文石海桥
明万历年间建于宜宾兴文县石海洞乡溶洞景区入口。桥建于喀斯特地貌间，下方即为地下暗河入口，是川南地区独特的地质景观桥梁。",
br_new_089,朝天门浮桥,1371,106.59,29.56,重庆,浮桥,木,200,0,遗址,补充数据,明清时期,西南,古代,大型,"朝天门浮桥
明洪武四年修建于重庆朝天门嘉陵江口。因朝天门为迎接天子圣旨之地而得名。浮桥连接南北交通，是明代重庆城最重要的水上通道。",
br_new_092,平望莺脰桥,1045,120.71,30.91,浙江,石拱桥,石,35,10,市级,补充数据,宋元时期,华东,古代,中型,"平望莺脰桥
北宋庆历五年建于京杭大运河吴江段。因桥形似莺的脖颈而得名，是京杭运河上保存较好的宋代古桥之一。",
br_new_093,四面桥,1488,111.76,29.39,湖南,石拱桥,石,30,8,省级,补充数据,明清时期,华中,古代,小型,"四面桥
明弘治元年建于桃源县沅水支流。桥呈十字形，四面可通行，是中国罕见的十字形古桥。每年桃花汛时桥下花瓣飘流。",
br_new_094,北盘江铁索桥,1810,105.01,25.97,贵州,铁索桥,铁,66,60,省级,补充数据,明清时期,西南,古代,中型,"北盘江铁索桥
清嘉庆年间修建于贵州关岭北盘江上。峡谷深切，桥悬百丈悬崖之间。是古代滇黔驿道上最险要的桥梁。",
br_new_097,腾冲叠水河桥,1640,98.49,25.02,云南,石拱桥,石,22,10,省级,补充数据,明清时期,西南,古代,小型,"腾冲叠水河桥
明崇祯年间建于腾冲叠水河瀑布之上。桥下即为落差近50米的城市瀑布，是中国唯一一座建在火山熔岩之上的古石桥。",
br_new_098,西关大桥,1580,107.87,34.94,甘肃,石拱桥,石,35,10,市级,补充数据,明清时期,西北,古代,中型,"西关大桥
明万历年间建于天水城西关外渭水上，三孔石拱桥。天水是伏羲故里，此桥为陇右丝绸之路要道上的重要通道。",
br_new_099,太平索桥,1860,103.54,31.02,四川,铁索桥,铁,55,50,市级,补充数据,明清时期,西南,古代,中型,"太平索桥
清咸丰年间建于都江堰外江上。铁索悬挂，行人过桥如荡秋千。每年清明放水节时在桥上可观看壮观的岷江分水场景。",
br_new_100,镇北台桥,1607,109.74,38.35,陕西,石拱桥,石,20,8,省级,补充数据,明清时期,西北,古代,小型,"镇北台桥
明万历年间随镇北台修建于榆林红山市口。镇北台是万里长城上最大的烽火台，此桥连接长城内外，是蒙汉互市贸易的通道。",
br_new_091,永春东关桥,1145,118.29,25.32,福建,石拱桥,石,60,10,省级,补充数据,宋元时期,华东,古代,中型,"永春东关桥
南宋绍兴十五年（1145年）建于泉州永春县桃溪上，五孔石拱桥。是闽南古商道上的重要渡口，泉州地区保存最好的宋代石桥。",
br_new_101,霸桥,-200,109.07,34.27,陕西,石梁桥,石,50,8,遗址,补充数据,汉代,西北,古代,中型,"霸桥
汉代长安城东灞水上的桥梁，古人送别必到之处。年年柳色，灞陵伤别成为千古离愁的代名词。王维渭城朝雨、李白年年柳色均与此桥有关。",
br_new_102,渭桥遗址,-350,108.8,34.38,陕西,木梁桥,木,500,6,国家级,补充数据,战国时期,西北,古代,大型,"渭桥遗址
2012年考古发现的秦汉渭河古桥群遗址，包括多座大型木桥遗存。桥桩密集排列，规模宏大，是研究秦汉桥梁工程的珍贵实物资料。",
br_new_103,蓝田蓝桥,-100,109.32,34.15,陕西,石梁桥,石,20,6,遗址,补充数据,汉代,西北,古代,小型,"蓝田蓝桥
位于蓝田蓝溪之上。蓝桥春雪为关中八景之一。唐传奇中裴航蓝桥遇仙的故事使此桥成为爱情佳话的象征。",
br_new_104,褒斜栈桥,-250,107.1,33.5,陕西,栈道桥,木,15,8,遗址,补充数据,战国时期,西北,古代,小型,"褒斜栈桥
秦惠文王时期修建的褒斜道上的栈桥。栈道凿石架木悬于绝壁之上，是古代入蜀的四条主要通道之一，诸葛亮北伐时多次经过此处。",
br_new_105,邗沟桥,-486,119.44,32.4,江苏,木梁桥,木,15,5,遗址,补充数据,战国时期,华东,古代,小型,"邗沟桥
春秋时期吴王夫差开凿邗沟（中国最早的运河）时修建的配套桥梁。邗沟连接长江与淮河，是京杭大运河的前身。",
br_new_106,天渡桥,500,106.55,29.57,重庆,石拱桥,石,25,10,市级,补充数据,六朝时期,西南,古代,小型,"天渡桥
南朝梁武帝时期修建于巴郡（今重庆）。桥名取天津渡口之意，是川东地区六朝时期罕见的石构桥梁遗存。",
br_new_107,渡月桥,750,113.92,35.3,河南,石拱桥,石,30,8,市级,补充数据,唐宋时期,华中,古代,小型,"渡月桥
唐代修建于焦作云台山下。因桥下溪水映月如渡而得名，是太行山南麓保存的唐代石桥之一。白居易曾游此地。",
br_new_108,万福桥,800,104.07,30.67,四川,石拱桥,石,40,10,市级,补充数据,唐宋时期,西南,古代,中型,"万福桥
唐代修建于成都府河上。桥名取万福临门之意，是通往成都北门的主要通道。明清时桥畔发展为繁华的万福桥街市。",
br_new_109,灵感桥,630,108.94,34.26,陕西,石拱桥,石,22,7,省级,补充数据,唐宋时期,西北,古代,小型,"灵感桥
唐贞观年间修建于大慈恩寺（大雁塔）附近。玄奘法师从印度取经归来后在此寺译经，桥名取佛法灵感之意。",
br_new_110,虹桥遗址,1032,119.17,35.09,山东,木拱桥,木,30,18,省级,补充数据,宋元时期,华东,古代,中型,"虹桥遗址
北宋明道年间建于诸城。叠梁拱结构的虹桥，与《清明上河图》中的虹桥同源。是宋代无柱木拱桥技术在山东的实证。",
br_new_111,康济桥,1195,116.12,24.3,广东,石拱桥,石,100,12,省级,补充数据,宋元时期,华南,古代,大型,"康济桥
南宋庆元元年建于梅州梅江上，九孔石拱桥。桥名取康泰济民之意，是客家人南迁后修建的最大石桥，梅州古城的标志。",
br_new_112,嘉禾桥,1208,112.37,25.59,湖南,石拱桥,石,55,10,市级,补充数据,宋元时期,华中,古代,中型,"嘉禾桥
南宋嘉定元年建于嘉禾县钟水上，五孔石拱桥。桥名与县名同取嘉禾之意，是湘南保存最好的南宋石拱桥之一。",
br_new_113,永利桥,1270,121.43,28.67,浙江,石拱桥,石,45,10,市级,补充数据,宋元时期,华东,古代,中型,"永利桥
南宋咸淳年间建于台州黄岩永宁江上。桥名取永远利民之意，是浙东保存较好的宋代石拱桥。明清时为台州府出城的主要通道。",
br_new_114,巩昌桥,1290,104.99,34.98,甘肃,石拱桥,石,30,8,市级,补充数据,宋元时期,西北,古代,小型,"巩昌桥
元代修建于陇西巩昌府渭水支流上。巩昌是元代陕西行省的重要城市，此桥为丝绸之路陇右段上的要津。",
br_new_115,集善桥,1300,120.87,30.79,浙江,石拱桥,石,32,10,省级,补充数据,宋元时期,华东,古代,中型,"集善桥
元大德年间建于桐乡乌镇。单孔石拱桥，桥拱优美如玉带。是乌镇古镇内现存最早的石拱桥，也是江南水乡元代桥梁的珍贵遗存。",
br_new_116,锁龙桥,1240,104.62,28.76,四川,石拱桥,石,38,10,市级,补充数据,宋元时期,西南,古代,中型,"锁龙桥
南宋嘉熙年间建于宜宾南溪长江支流上。因桥下激流如龙，建桥以锁龙镇水。桥上有石狮石象，雕刻精美。",
br_new_117,复兴桥,1470,120.7,28,浙江,木拱廊桥,木,28,18,国家级,补充数据,明清时期,华东,古代,中型,"复兴桥
明成化年间建于泰顺筱村溪上。编木拱廊桥结构，桥屋十一间。是浙南廊桥群中保存最完好的明代廊桥之一。",
br_new_118,平政桥,1380,112.96,28.23,湖南,石拱桥,石,50,10,省级,补充数据,明清时期,华中,古代,中型,"平政桥
明洪武年间建于长沙城南湘江支流上。桥名取政通人和之意。长沙自古为湖湘文化中心，此桥是城南出入的重要通道。",
br_new_119,会仙桥,1660,106.51,29.56,重庆,石拱桥,石,18,7,市级,补充数据,明清时期,西南,古代,小型,"会仙桥
清顺治年间建于重庆渝中半岛。传说八仙曾在此处聚会，故名会仙桥。民国时期此处发展为重庆最繁华的商业中心。",
br_new_120,西津桥,1480,119.64,28.97,浙江,木拱廊桥,木,166,0,省级,补充数据,明清时期,华东,古代,大型,"西津桥
明成化年间建于永康西津渡口。十八间廊屋跨溪而立，总长166米，是浙中地区最长的廊桥。桥上曾设有商铺茶肆，热闹非凡。",
br_new_121,兴安灵渠桥,1620,110.67,25.58,广西,石拱桥,石,25,8,省级,补充数据,明清时期,华南,古代,小型,"兴安灵渠桥
明万历年间重修于兴安灵渠上。灵渠是秦始皇统一岭南时开凿的运河，此桥横跨渠上，桥下舟楫往来，是两千年水利奇迹的一部分。",
br_new_122,镇远祝圣桥,1628,108.43,27.05,贵州,石拱桥,石,135,12,国家级,补充数据,明清时期,西南,古代,大型,"镇远祝圣桥
明崇祯元年竣工于镇远舞阳河上，七孔石拱桥。桥上建有三层魁星阁。镇远古城山水如画，祝圣桥是其最具标志性的建筑。",
br_new_123,安顺鲍家桥,1700,105.95,26.25,贵州,石拱桥,石,30,9,市级,补充数据,明清时期,西南,古代,小型,"安顺鲍家桥
清康熙年间鲍氏家族捐资修建于安顺虹山湖畔。安顺是屯堡文化的中心，此桥见证了明代调北征南军屯后裔的繁衍生息。",
br_new_126,雅安铁索桥,1845,103,29.98,四川,铁索桥,铁,80,70,市级,补充数据,明清时期,西南,古代,中型,"雅安铁索桥
清道光年间修建于雅安青衣江上。雅安是茶马古道起点，此桥为入藏马帮必经之路。蒙顶山茶由此运往康藏地区。",
br_new_127,安庆迎江桥,1905,117.05,30.53,安徽,石拱桥,石,50,10,市级,补充数据,明清时期,华东,近代,中型,"安庆迎江桥
清光绪年间建于安庆迎江寺旁长江支流上。迎江寺振风塔是长江沿线著名的佛教建筑，此桥为香客进寺的主要通道。",
br_new_128,汀泗桥,1900,114.08,29.82,湖北,石拱桥,石,60,10,省级,补充数据,明清时期,华中,近代,中型,"汀泗桥
清末建于咸宁汀泗河上。1926年北伐战争汀泗桥战役在此打响，叶挺独立团血战此桥击败北洋军阀，是北伐战争的关键转折点。",
br_new_130,漳州江东桥,1237,117.72,24.53,福建,石梁桥,石,200,15,国家级,补充数据,宋元时期,华东,古代,大型,"漳州江东桥
南宋嘉熙元年建于漳州九龙江上。桥面石梁每条重达200吨，是世界上已知最大的石梁桥构件。古人如何搬运安装至今成谜。",
br_new_131,资中罗泉桥,1875,104.85,29.65,四川,石拱桥,石,45,10,市级,补充数据,明清时期,西南,古代,中型,"资中罗泉桥
清光绪元年建于资中罗泉古镇珠溪河上。罗泉古镇以盐业闻名，辛亥革命前夕罗泉会议在此秘密召开，是保路运动的导火索。",
br_new_133,思溪延村桥,1550,117.86,29.35,江西,石拱桥,石,20,7,市级,补充数据,明清时期,华中,古代,小型,"思溪延村桥
明嘉靖年间建于婺源思溪延村水口。婺源被誉为中国最美乡村，此桥与古村粉墙黛瓦相映成趣，是徽派水口桥梁的典型代表。",
